GSM1253375	GSM1253376	GSM1253377	GSM1253378	GSM1253379	GSM1253380	GSM1253381	GSM1253382	GSM1253383	GSM1253384	GSM1253385	GSM1253386	GSM1253387	GSM1253388	GSM1253389	GSM1253390	GSM1253391	GSM1253392	GSM1253393	GSM1253394	GSM1253395	GSM1253396	GSM1253397	GSM1253398	GSM1253399	GSM1253400	GSM1253401	GSM1253402	GSM1253403
ADAM33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ADAM3A	0	0	0	0	2	0	1	13	0	0	0	0	0	0	0	22	0	0	0	4	25	0	0	0	0	0	3	0	12
ADAM6	0	5	0	0	6	0	2	21	5	1	3	1	0	2	20	2	6	2	3	433	937	4	4	2	219	16	8	11	7
ADAM8	0	0	0	0	0	0	0	1	0	0	0	0	7	1	0	0	1	0	0	0	0	0	56	130	1	1442	131	1296	3
ADAM9	0	0	0	183	0	0	0	0	3	0	1	0	0	0	269	361	0	0	0	0	0	1	34	1	39	200	36	0	0
ADAMTS1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1
ADAMTS10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0
ADAMTS15	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	52	29	339	70	6	635	5	1224	0	0
ADAMTS16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	7	0	0	0	0	0	2	0
ADAMTS18	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
ADAMTS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
ADAMTS4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	12
ADAMTS5	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL2	0	0	0	0	0	3	0	3	0	0	0	4	0	0	0	6	0	0	0	0	1	0	0	1	0	0	0	0	0
ADAMTSL3	0	1	152	13	0	1	0	8	0	2	0	0	34	0	1	3	2	6	0	1	1	0	9	4	7	29	61	0	116
ADAMTSL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	9	0	0	0	0
ADAMTSL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	30	0	0	0	0	0	0
ADAP1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	68	0	0
ADAP2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	6	0	0	3	0	0	0	0	0	0
ADAR	1048	3	2	635	0	1	1	1	3	2	2	1	6	0	1	1	0	1	189	161	2114	304	1485	2048	1784	133	1166	2970	93
ADARB1	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	13	2	0	0	154	0	0	0	0	0	0	161	0	0
ADARB2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	0	0	0	292	0	2	1	4	0	0	0	0	1	22585	18	0	4	32	0	10	294	0	216	3	0	0	28	0	0
ADAT2	0	1	0	2	3	1	1	1	0	1	13	2	1	0	54	1780	4	0	0	380	0	0	0	1	0	0	0	0	0
ADAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ADCK1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	430	0	0	169	55	7	0	0	0	35	4	0
ADCK2	345	1	0	117	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	559	0	52	2	0	1	480	0	1
ADCK3	0	1	0	1	0	0	2	0	0	0	7	6	4	39	0	6	1	101	2	0	1	1	284	0	0	0	467	0	1
ADCK4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	1	165	0	0
ADCK5	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	11	0	26	2	0	0	56	104	0	10
ADCY1	0	2	0	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	182	118	0	0	0	0	0	0	0	0	0
ADCY10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ADCY2	0	0	2	1	0	0	0	0	12	4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	45	0	0	0	0
ADCY3	107	1	0	0	0	0	0	4	0	0	0	0	0	0	0	890	0	0	0	29	0	200	8	2	287	1	167	0	0
ADCY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADCY5	0	0	0	542	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	423	0	4	0	0	0	0	0	0
ADCY6	237	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	1	0	0	0	42	0	47	2	0	0	17	0	0
ADCY7	0	1	0	0	0	1	3	6	1	1	3	1	2	0	3808	0	2	0	0	0	115	2	265	0	0	4	57	2	0
ADCY9	0	0	1	13	0	0	0	2	6	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	41	0	0
ADCYAP1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	49	3	304	506	3	0	2	0	1	2	2	0	20522	6	0	2	3	1290	3443	612	763	25	262	41	179	12	824	6	288
ADD2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	53	0	0	0	2	772	0	0	0	0	0	0
ADD3	0	5	0	35	10	36220	30	17	2	4	614	56	50323	20	6366	6421	5	60	88	1	0	3	1	4	4	3	3	1	0
ADH1B	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	2553	17	0	26	1	0	1	0	1	0	0	5	0	1	4	150	2	861	979	184	239	0	18	862	153	0	50	0	0
ADHFE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ADI1	0	2	1	6	2	0	2	0	14	3	0	0	1	3	15	849	3	198	1	8	0	9	81	98	187	7	225	1	0
ADIPOQ	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1
ADIPOR1	0	1	1741	151	1	0	3	0	1	0	2	1	2317	11	84	1467	0	2932	0	193	0	1	154	0	0	0	1	1	0
ADIPOR2	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	110	0	185	98	0	0	148	691	938	190	1	541	0	15
ADK	50	0	2	1	4	0	0	0	1	2	1	0	0	1	0	1	5	283	0	355	23	7	481	693	2326	0	118	0	222
ADM	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	6	359	0	1	0	1292	0	0	0	0	66	0	0
ADM2	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	1	16	0	1	0	14	0	1	67	0	180	0	0
ADNP	0	0	1	2	4	0	1	1	2	1	0	0	8461	5	0	0	1	1292	0	126	1	644	270	2	144	197	614	10199	189
ADNP2	0	0	0	3	2	1	0	0	0	0	0	0	0	1674	0	0	0	0	0	515	0	125	4	0	32	0	114	0	0
ADO	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	1	0	0	0	0	8	320	0	0	4377	59	2311	1
ADORA1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A	1	0	0	2	0	0	1	0	0	0	0	56	7	933	0	1750	0	0	0	0	226	1	0	0	0	1	0	0	0
ADORA2B	0	0	0	0	1	0	1	0	2	1	0	1	0	0	5400	2382	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA3	0	0	0	0	0	0	0	2	0	0	0	0	0	3732	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPGK	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	36	6	0	0	1	2	0
ADPRHL1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	250	5	76	1	8	0	15	0	18
ADPRHL2	375	2	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	108	1437	643	0	0	283	631	7	3	1969	1	0
ADRA1A	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2A	1	0	1	0	0	0	0	0	0	0	0	1303	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2B	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ADRB1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRBK1	1	0	0	0	2	2	0	1	0	0	0	0	3	0	496	0	1	84	888	259	19	0	15	3	34	7	378	61	1410
ADRBK2	2	0	1	3	0	0	0	0	3	1	0	6	17075	1156	3	4772	1	0	244	108	0	1	0	0	0	0	0	0	0
ADRM1	0	0	0	141	0	115	0	0	0	0	0	0	0	0	0	362	0	112	91	317	141	129	39	15	61	441	321	6	815
ADSL	0	0	0	92	7	1	13	8	0	0	0	1	3	3	0	0	5	34	1	2154	1130	2750	193	6	1113	3	15	4	2
ADSS	0	0	0	0	0	0	0	0	0	0	0	0	953	0	0	0	0	0	0	0	0	0	279	86	0	0	17	0	36
ADSSL1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	411	2	0	7	2	509	184	15	0	0
AEBP2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	196	64	0	0	0	122	0	0
AEN	1643	8	0	6	0	0	0	0	2	1	0	1	19	0	1	0	1	0	0	40	0	1258	124	0	0	1	142	0	16
AES	14	2	0	2	2	1	1	0	1	0	1	1	144	0	0	125	0	25	1059	449	1195	0	201	50	43	74	1636	589	967
AFAP1	0	0	1	0	0	0	1	0	0	0	6	0	9547	9	369	1510	2	306	0	0	0	1	176	50	217	0	11	0	0
AFAP1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	7218	0	0	0	0	0	0	0	0	0	0	22	0	0	1	0	0
AFAP1L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0
AFAP1L2	0	2	0	1	1	0	0	0	0	0	0	0	0	299	4423	70	0	0	1	1	0	0	144	1	0	0	0	0	0
AFF1	4	0	33	8	2	1	1	0	0	0	0	2	36	0	1195	946	2	0	0	1231	0	0	0	293	47	0	0	0	0
AFF2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF3	0	0	0	6	0	0	1	0	3	0	0	0	1	1	0	0	0	0	0	37	560	1359	197	14	0	3	467	0	0
AFF4	0	0	0	4	1	13	4	1	0	3	2	0	3	1	0	100	0	42	0	777	3	592	75	315	0	473	534	0	1
AFG3L1P	1	0	0	0	0	22	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	4	50	0	144	1	67	0	20
AFG3L2	0	0	0	0	3	0	1	0	3	0	2	0	1135	2	0	4	2	13	0	1208	961	2	743	136	359	5482	1706	4	1
AFM	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	0	0	0	2	0	10	0	0	4	1	2	2	0	1	1	1	1	0	0	5	0	1	3	36	5	17	2	0	0
AFTPH	1	1	2	9	5	2	5	1	30	4	3	32	2	19110	42	2749	0	733	343	185	144	689	642	1123	1880	444	624	10	3
AGA	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	111	81	0	0	0	28	0	6
AGAP1	590	8	2	0	1	0	1	1	0	0	3	0	0	0	0	3	0	0	201	31	0	3	11	31	0	600	137	0	18
AGAP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	21	0	360	5	1	0	0	1691
AGAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
AGAP3	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	3	0	730	18	0	59	0	32	22	27513	1409	1	16
AGAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
AGAP6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	31	0	0	0	1	0	33	5	0	0
AGAP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
AGBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
AGBL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	2
AGBL5	137	1	3	129	4	466	1	0	1	0	0	17	101	84	117	4593	0	51	192	699	1	97	216	89	319	66	623	71	447
AGER	0	0	0	0	1	0	1	1	4	0	0	0	0	18720	18	0	0	599	0	4	0	0	0	0	421	2	0	0	0
AGFG1	1	1	2	3	1	0	0	0	0	0	0	0	2	2	0	44	0	519	7	143	0	1757	21	235	244	87	322	488	0
AGFG2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	13	0	0
AGGF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	1	258	1	70	0	0
AGK	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	71	0	7	48	0	0	2738	3	0	0
AGL	0	1	1	1	5	0	1	1	2	3	2	3	0	0	0	0	0	11	0	906	32	1	147	7	825	0	8	0	0
AGMAT	0	0	0	0	1	0	0	0	0	0	0	0	21	0	1	7	0	0	0	0	0	0	0	0	0	286	0	0	0
AGMO	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AGPAT1	4	6	4	12	0	0	1	0	4	2	2	8	1095	39	106	4461	0	14	35	61	35	3	449	4	16	33	47	0	0
AGPAT2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	306	1	0	4	3	42	0	246	231	2688	0
AGPAT3	0	0	0	354	3	0	0	0	1	2	0	1175	0	0	0	3	1	20	1454	1120	922	500	138	293	317	9269	1826	2	314
AGPAT4	3	2	1	11	0	0	0	0	6	3	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
AGPAT4-IT1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT5	0	0	0	1	1	0	1	0	1	0	0	0	12229	0	0	1	0	0	0	92	989	2	26	0	0	0	96	0	0
AGPAT6	1	0	0	17	1	0	0	0	1	0	0	0	167	0	0	112	10	0	860	109	460	1937	139	17	238	97	2056	738	5703
AGPAT9	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	123	0	0	0	0	0	547	0	0	10	0	0
AGPHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
AGPS	0	0	0	0	0	0	3	1	0	0	0	0	32	0	0	0	0	2	0	0	0	0	777	0	82	0	70	15349	2245
AGR2	11730	68	1	68	115	2	15	11	39	3	4	4	80	22	4	1	39	1496	4431	37492	2579	382	12832	41746	46120	100	27084	30869	49496
AGR3	939	4	2	125	3	0	1	0	17	8	0	2	0	2	1	1	3	304	526	1019	648	1005	1515	2077	2428	0	141	0	0
AGRN	1	0	1	2	1	1	0	0	1	0	0	1	2	0	0	2	0	71	0	350	1	871	155	2	307	684	1790	262	11
AGSK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AGT	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTPBP1	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	473	2	105	0	0	0	1	0	0	0	0	0	0	0
AGTR1	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	120	0	0	50	6	4	0	0	1	493	183	23
AGXT	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2L1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2L2	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	3	0	358	684	61	212	0	133	7	221	1711	574	1	17
AHCTF1	0	0	0	0	1	0	3	2	2	0	0	2514	0	779	2	443	0	0	1	0	155	47	86	534	0	1	442	3	5725
AHCY	136	0	0	324	8	1	3	2	0	1	0	0	40	4	3	0	1	224	2993	1177	635	547	1002	2	798	167	4471	14651	420
AHCYL1	35	2	1	1	8	0	5	2	27	10	0	5	0	1	0	3	1	41	1	1088	970	11	697	593	0	0	324	0	0
AHCYL2	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	2	0	1	39	0	0	0	1	0	1	598	0	0
AHDC1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	631	0	0	0	0	0	0	41	4	48	1	0	15	0	0
AHI1	0	0	0	2	1	0	2	1	0	0	0	6	0	1	0	0	0	275	51	0	0	479	119	0	0	1	180	0	0
AHNAK	2799	23	2	26	6815	0	4	6	23	7	2	7	3	3	0	1	4	22	9	430	7	3628	489	1877	587	553	951	8	1
AHNAK2	0	0	0	0	0	0	0	0	7	4	0	0	0	1	0	0	0	723	0	436	0	24	0	0	0	0	452	0	0
AHR	0	0	2	0	0	0	0	5	2	2	1	2	274	0	16	54	0	1	0	0	0	90	81	0	27	11	0	0	0
AHRR	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	110	8	0	12	126	15	0	9	0	0
AHSA1	0	0	0	2	1	0	4	0	0	0	0	1	0	4	0	0	1	171	2	406	1697	675	802	2	475	2464	597	5	0
AHSA2	0	2	0	1	0	5	0	2	1	5	7	3	13	0	0	888	0	251	882	29	47	387	258	108	0	1596	383	0	0
AHSP	4562	43	12413	7364	9	1	6	3	5	5	1	7	0	33	5	3	9	10343	4256	413	1030	603	754	375	581	0	0	1	0
AICDA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AIDA	66	3	48	28	4	0	2	0	7	1	0	4	1	16	1	191	0	270	90	892	705	832	545	0	3	1	507	10	1
AIF1	0	1	9	0	0	0	1	0	2	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0
AIF1L	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	2	0	0	0	0	0	20	676	0	1	382	0	0
AIFM1	0	0	0	9	0	7	0	0	0	0	0	0	11	0	257	0	1	1	2	134	2	5	488	70	1045	7	293	5239	1
AIFM2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	117	0	0	14	0	0	0	0	30	0	49
AIFM3	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
AIG1	0	0	0	1	1	2	0	0	0	2	0	0	13491	1395	1288	1471	2	0	2133	318	320	18	133	14	374	0	0	1	0
AIM1	7	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	813	3	1275	1492	0	0	1	62
AIM1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	115
AIMP1	11	0	0	4	4	0	2	3	0	0	0	0	19	1	0	0	0	2	718	1296	446	6	335	3	714	1	94	7883	2856
AIMP2	2	0	5	18	0	48	0	0	0	0	0	1	36	11	4	33	4	273	5	5	1	883	795	2849	23	7	302	5817	2237
AIP	15	0	1	0	0	0	1	0	0	0	0	0	0	3	0	86	0	357	180	35	0	0	15	0	0	211	107	3	131
AIPL1	0	0	0	0	0	19	0	2	0	0	0	0	2	0	9	5	0	0	0	0	0	0	0	0	0	5	0	0	1
AJAP1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJUBA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AK1	29	0	0	298	6	0	0	0	0	1	0	0	1	5	0	3	1	1450	106	761	0	7	25	328	59	6	834	10	241
AK2	8	0	0	1	2	0	2	4	2	0	0	1	1	3	0	0	1	404	122	769	245	297	778	632	636	697	357	1	0
AK3	0	0	0	1	0	8	2	1	0	0	0	0	0	0	3773	1141	0	0	2	0	2	0	152	634	5	1	94	0	2
AK4	0	0	0	0	0	0	3	4	0	0	0	0	1	0	0	0	3	0	7	481	0	0	96	0	0	1709	1	0	1
AK5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AK7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AK8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1886	0	9	0	29	0	149	0	20	0	0
AKAP1	0	0	0	0	8	0	1	1	0	0	0	0	1	0	1	0	0	0	76	1862	1070	2	61	902	0	0	94	1	2
AKAP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	18	0	0
AKAP11	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	293	124	134	12155	2	1	1
AKAP12	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
AKAP13	0	6	1765	753	5	2	5	0	4	5	16	925	2	18842	3680	4439	4	0	11	1103	139	3	394	77	0	2	628	41	4
AKAP14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AKAP2	0	0	0	0	0	0	0	0	0	0	0	0	1960	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP5	679	3	0	0	0	24	0	0	0	0	4	3	1	0	7	0	0	0	0	0	0	4	0	89	0	2	1	0	2
AKAP6	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23	0	0
AKAP8	0	0	0	1	0	0	1	1	0	4	33	0	0	4	768	0	1	534	0	8	0	16	2	235	0	0	8	0	674
AKAP8L	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	78	5	25	59	9	2	10	5	19	23	42	71290	1205	8	9710	19995	5	2270	1017	1361	554	955	752	0	28	8	2987	26	17
AKD1	0	0	0	0	0	2017	0	6	0	0	0	0	0	1	1	0	0	0	3	0	0	0	3	0	0	0	0	0	0
AKIP1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	3128	0	0	2	2	0	330	1	118	0	0	0	7	0	0
AKIRIN1	1	1	0	536	0	0	1	0	2	1	3	0	0	761	1	319	6	2	116	78	1	941	200	12	1456	75	358	0	0
AKIRIN2	2	0	1	642	1	0	2	0	4	2	0	2	23601	0	9	2216	1	92	0	9	0	1192	8	159	3	10	2	3	4535
AKNA	38	2	1	1	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	1	49	1	0	0	10	0	3
AKNAD1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1A1	0	0	1	16	2	0	1	4	4	0	1	0	2	6	1	0	1	740	2	1048	12	68	537	1355	1036	10355	3236	13	343
AKR1B1	0	0	0	0	4	0	3	1	0	0	0	0	0	3	0	0	0	288	1	955	0	0	142	0	0	0	0	0	1166
AKR1B10	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AKR1C3	485	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	11	0	0	0	0	1	184	0	1	0	0	1	0
AKR1D1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AKR1E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	16	0	0	0	0	0
AKR7A2	0	2	1	25	0	0	1	0	0	0	0	0	16	0	0	0	1	0	0	31	0	22	101	470	91	11052	1100	6989	502
AKR7A2P1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	8	8	0
AKR7A3	0	0	0	285	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	762	50	107	112	48	289	3545	3856	8
AKR7L	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	313	0	70	2	0	0	2	1	20	39	103	2
AKT1	0	0	0	141	1	0	0	0	1	2	1	7	0	0	0	0	0	27	105	151	1	21	108	16	10	874	220	67	12
AKT1S1	0	0	0	1	0	54	0	0	0	0	0	0	219	6	0	0	0	334	123	24	0	0	48	1	48	19	42	0	0
AKT2	0	0	1321	0	0	0	1	0	0	0	0	1	0	0	250	3	1	90	4	1	0	123	69	6	2	0	810	4	0
