gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ER_target_lenient	ER_target_stringent	ER_early	ER_late	ER_target_ChIP
PRICKLE3	1972.092336	0.036609665	0.049112309	0.745427482	0.456013335	0.621388904	no	no	FALSE	FALSE	FALSE
EXTL3	1180.013335	0.016920602	0.059009852	0.286741978	0.774309893	0.868882526	no	no	FALSE	FALSE	FALSE
ELOVL5	2413.059265	0.186800251	0.042100556	4.437001977	9.12e-6	6.33e-5	up	no	TRUE	TRUE	FALSE
CALCOCO1	874.1324954	-0.084916471	0.066158305	-1.283534559	0.19930486	0.349145231	no	no	FALSE	FALSE	TRUE
UBR7	1849.314817	0.094186731	0.046288816000000003	2.034762159	0.0419	0.104	no	no	FALSE	FALSE	FALSE
MAP4K5	1843.197323	0.044190536	0.04769109	0.926599418	0.354134557	0.525517374	no	no	FALSE	FALSE	FALSE
EHD3	1076.206631	-0.061904739	0.059554499	-1.039463676	0.299	0.465	no	no	FALSE	FALSE	FALSE
PSMC4	5123.964358	0.019894597	0.034475021	0.577072793	0.564	0.715	no	no	FALSE	FALSE	FALSE
MAN2B2	1674.23252	-0.096158849	0.049453904	-1.944413699	0.0518	0.124	no	no	FALSE	FALSE	FALSE
SLC25A39	12793.51929	0.180317018	0.024651337	7.314695427	2.58e-13	4.86e-12	up	no	FALSE	FALSE	FALSE
MVP	1252.853211	-0.113567532	0.057443272	-1.977037998	0.048	0.116	no	no	FALSE	FALSE	FALSE
NUB1	1571.314337	0.047130562	0.055658722	0.84677765	0.397119068	0.566909072	no	no	FALSE	FALSE	FALSE
PGM3	2116.366757	-0.152536328	0.043981732	-3.468174624	5.24007e-4	0.002448403	down	no	FALSE	FALSE	FALSE
RWDD2A	378.8355124	0.103575407	0.093816167	1.104025141	0.269582232	0.432748025	no	no	FALSE	FALSE	FALSE
CLK1	753.8998581	-0.078360392	0.076301293	-1.026986432	0.304426853	0.471100555	no	no	FALSE	FALSE	FALSE
POLR3B	779.3609705	0.184841346	0.072546964	2.547885345	0.0108	0.034	up	no	FALSE	FALSE	FALSE
ANGEL1	1561.272113	0.254343317	0.052770094	4.819838219	1.44e-6	1.16e-5	up	no	FALSE	FALSE	TRUE
RNF14	1784.573575	-0.041047304	0.046691333	-0.879120414	0.379	0.551	no	no	FALSE	FALSE	TRUE
DNASE1L1	1018.653344	-0.034777224	0.063153285	-0.55067958	0.581853345	0.729209421	no	no	FALSE	FALSE	FALSE
DDX11	807.5548097	0.370311867	0.070293732	5.268063791	1.38e-7	1.32e-6	up	no	FALSE	FALSE	FALSE
HEBP1	591.4010286	0.094066142	0.077890868	1.207665846	0.227	0.384	no	no	FALSE	FALSE	FALSE
GPRC5A	14801.9837	-0.168424539	0.026344802	-6.393084198	1.62573e-10	2.31224e-9	down	no	FALSE	FALSE	FALSE
MAMLD1	824.0499299	-0.173470494	0.069095749	-2.510581298	0.0121	0.0371	down	no	FALSE	FALSE	FALSE
TACC3	1095.381051	0.263832322	0.058392085	4.5182891	6.23e-6	4.47e-5	up	no	FALSE	FALSE	FALSE
UFL1	1254.814007	-0.026145694	0.059426919	-0.439963812	0.659963317	0.788709624	no	no	FALSE	FALSE	FALSE
POLA2	718.5296651	0.512757588	0.071088647	7.212932175	5.48e-13	1.01e-11	up	no	FALSE	FALSE	FALSE
ZC3H3	1542.965756	-0.026595141	0.051683876	-0.514573272	0.606851247	0.748628281	no	no	FALSE	FALSE	FALSE
CAPN1	10296.29323	-0.261645769	0.025363303	-10.31591842	5.97077e-25	2.51497e-23	down	no	FALSE	FALSE	TRUE
MDH1	3590.117594	0.097232027	0.038674953	2.51408259	0.0119	0.0368	no	no	FALSE	FALSE	TRUE
SLC30A9	2698.014573	-0.011943504	0.044662794	-0.267415074	0.789149595	0.878911271	no	no	FALSE	FALSE	FALSE
MTMR11	735.9907978	-0.167774599	0.070039539	-2.395426931	0.0166	0.0487	down	no	FALSE	FALSE	FALSE
COX15	953.6647955	0.27296831	0.06415243	4.254995602	2.09e-5	1.34e-4	up	no	FALSE	FALSE	FALSE
CCDC88C	1696.747101	0.19939956	0.048789771	4.086913226	4.37151e-5	2.6394e-4	up	no	FALSE	FALSE	TRUE
YAF2	578.9639919	-0.120779901	0.07772129	-1.554013088	0.12	0.24	no	no	FALSE	FALSE	FALSE
ZMYND11	7486.377688	0.094159481	0.028049734	3.356876109	7.88284e-4	0.003522537	no	no	FALSE	FALSE	TRUE
BID	2888.225014	-0.085583671	0.041133389	-2.08063746	0.0375	0.0955	no	no	FALSE	FALSE	FALSE
MATR3	12799.0297	0.08891322	0.024975158	3.56006643	3.70761e-4	0.001791152	no	no	FALSE	FALSE	TRUE
XYLT2	1360.202427	0.277924836	0.05335072	5.209392379	1.8946e-7	1.76297e-6	up	no	FALSE	FALSE	FALSE
NUDCD3	1724.530191	0.046370824	0.047714778	0.971833589	0.331133343	0.500886677	no	no	FALSE	FALSE	FALSE
CHDH	1000.594157	0.326989797	0.063456828	5.152948966	2.56e-7	2.35224e-6	up	no	FALSE	FALSE	TRUE
GLT8D1	566.1714888	0.118947309	0.081757726	1.454875454	0.145703744	0.276953833	no	no	FALSE	FALSE	FALSE
ATP2C1	7234.59189	0.108594375	0.028523391	3.807204246	1.40547e-4	7.57999e-4	no	no	FALSE	FALSE	FALSE
SRCIN1	232.7930091	0.058818022	0.112962934	0.520684262	0.60258674	0.745570759	no	no	FALSE	FALSE	FALSE
RALBP1	3727.476346	-0.051785041	0.039350209	-1.316004211	0.188172629	0.336010752	no	no	FALSE	FALSE	TRUE
RUFY3	528.3786189	-0.273844531	0.083051615	-3.297281236	9.76e-4	0.00428	down	no	FALSE	FALSE	FALSE
WWTR1	2907.749285	-0.500259312	0.044555138	-11.2278704	2.97564e-29	1.59264e-27	down	no	FALSE	FALSE	TRUE
CXorf56	1411.611931	-0.059040577	0.054046165	-1.092410092	0.274652889	0.438366949	no	no	FALSE	FALSE	FALSE
TTC27	1071.869066	0.198955928	0.062441036	3.186300861	0.001441047	0.005993625	up	no	FALSE	FALSE	FALSE
PHLDB1	2403.774962	-0.186523211	0.041398614	-4.505542448	6.62e-6	4.72e-5	down	no	FALSE	FALSE	FALSE
PRDM11	159.0088005	-0.011912087	0.12701485	-0.093784994	0.925279952	0.959167809	no	no	FALSE	FALSE	TRUE
SYT13	336.3327768	-0.322494546	0.097878144	-3.294857584	9.85e-4	0.00431	down	no	FALSE	FALSE	FALSE
SNAI2	728.6509355	-0.256142265	0.07278182	-3.519316575	4.33e-4	0.00206	down	no	FALSE	FALSE	FALSE
ZRANB1	1924.788137	-0.078935379	0.049370107	-1.59884967	0.109854009	0.224171907	no	no	FALSE	FALSE	FALSE
NCDN	1874.9044	0.02196091	0.048988405	0.448287924	0.653945415	0.783952583	no	no	FALSE	FALSE	FALSE
GPR124	271.020957	0.04164861	0.10797497	0.385724671	0.69970059	0.817465722	no	no	FALSE	FALSE	FALSE
ZFP64	1167.114619	0.107448883	0.064112191	1.675950885	0.093747813	0.197819419	no	no	FALSE	FALSE	FALSE
MNAT1	422.2722378	0.015713262	0.097226545	0.161614934	0.871609096	0.927020671	no	no	FALSE	FALSE	FALSE
SAMD4A	2734.529565	-0.209948395	0.045975756	-4.566502246	4.96e-6	3.62e-5	down	no	FALSE	FALSE	FALSE
MRE11A	207.0083684	0.224121	0.116117096	1.930129214	0.0536	0.127	no	no	FALSE	FALSE	FALSE
PLEKHB1	221.7448715	-0.082296934	0.116303103	-0.707607384	0.479	0.642	no	no	FALSE	FALSE	FALSE
SERPINB1	794.5583484	-0.419886981	0.073495391	-5.713106312	1.11e-8	1.2262e-7	down	no	FALSE	FALSE	FALSE
SPAST	1037.2099	0.01436384	0.061139407	0.234935869	0.814258509	0.894697723	no	no	FALSE	FALSE	FALSE
OSBPL5	666.6316693	-0.026364786	0.072608308	-0.363109778	0.717	0.828900824	no	no	FALSE	FALSE	FALSE
AQR	1334.940198	0.091662072	0.054605239	1.678631458	0.093223892	0.197035117	no	no	FALSE	FALSE	FALSE
FHL1	1543.000632	-0.023618882	0.052003895	-0.454175262	0.65	0.782	no	no	FALSE	FALSE	FALSE
RTFDC1	5495.966862	-0.06780355	0.031166221	-2.17554609	0.0296	0.0786	no	no	FALSE	FALSE	FALSE
SLC45A4	984.3531376	-0.183566835	0.062639719	-2.930518188	0.00338	0.0125	down	no	FALSE	FALSE	TRUE
RNF10	6886.265593	-0.076903276	0.028858763	-2.664815398	0.0077	0.0253	no	no	FALSE	FALSE	FALSE
ZNF839	596.8089729	0.223817378	0.074930442	2.987001973	0.002817279	0.010701601	up	no	FALSE	FALSE	FALSE
ZDHHC6	838.562672	0.165245979	0.067481513	2.448759235	0.0143	0.0431	up	no	FALSE	FALSE	FALSE
RNH1	4353.070747	-0.042950934	0.035265507	-1.217930409	0.223250419	0.379421776	no	no	FALSE	FALSE	TRUE
NDUFS1	2288.448556	0.044315899	0.043138828	1.027285651	0.304	0.471	no	no	FALSE	FALSE	FALSE
RB1CC1	2593.750696	-0.112285142	0.043043083	-2.608668678	0.00908952	0.029191856	no	no	FALSE	FALSE	FALSE
ERP44	1452.229465	-0.064175408	0.057769654	-1.110884402	0.267	0.43	no	no	FALSE	FALSE	TRUE
ALAS1	904.5208928	-0.298047774	0.065449333	-4.553870266	5.26678e-6	3.83154e-5	down	no	FALSE	FALSE	FALSE
BIRC3	236.9900413	0.389593237	0.114212447	3.411127664	6.47e-4	0.00296	up	no	FALSE	FALSE	FALSE
AKAP11	3088.185642	0.020028492	0.040045157	0.500147656	0.616971112	0.755537461	no	no	FALSE	FALSE	FALSE
GLRX2	492.3102713	0.009179128	0.087015736	0.105488142	0.915988479	0.953493308	no	no	FALSE	FALSE	FALSE
SNAPC1	173.8983008	0.083410968	0.123409746	0.675886387	0.499112781	0.660519489	no	no	FALSE	FALSE	FALSE
DERA	337.8331401	0.056951765	0.10109673	0.563339335	0.573	0.723	no	no	FALSE	FALSE	FALSE
STRAP	6732.957759	0.133400684	0.029536516	4.516466468	6.29e-6	4.5e-5	no	no	FALSE	FALSE	FALSE
ABCC2	76.10849147	0.160288125	0.146570605	1.09358984	0.274134907	0.437719916	no	no	FALSE	FALSE	TRUE
DEF6	63.26185565	-0.032081569	0.151202362	-0.212176372	0.832	0.905	no	no	FALSE	FALSE	FALSE
PLEKHO1	1193.176224	-0.162529003	0.058747366	-2.766575126	0.00566	0.0194	down	no	FALSE	FALSE	FALSE
GCLM	767.9775471	-0.224935205	0.076751622	-2.930689918	0.003382102	0.012532791	down	no	FALSE	FALSE	TRUE
UBR2	1707.849349	-0.050186407	0.053767953	-0.933388834	0.350619243	0.521442198	no	no	FALSE	FALSE	TRUE
EHD2	2130.795149	-0.452092451	0.046378905	-9.747803485	1.89e-22	6.85e-21	down	no	FALSE	FALSE	FALSE
DEPDC1	231.008804	0.342516142	0.121012172	2.830427179	0.00465	0.0164	up	no	FALSE	FALSE	FALSE
CCDC28A	126.3831744	0.015811538	0.131561629	0.120183506	0.904	0.947	no	no	FALSE	FALSE	FALSE
RRAGD	124.1680727	0.070896974	0.133655005	0.530447579	0.596	0.74	no	no	FALSE	FALSE	FALSE
HSF2	292.3819844	0.258042882	0.112928224	2.285016738	0.022311846	0.062382906	no	no	FALSE	FALSE	FALSE
PHF20	2044.738187	-0.195334646	0.047315853	-4.128312894	3.65e-5	2.24e-4	down	no	FALSE	FALSE	FALSE
HSD17B6	105.204417	-0.046079831	0.137278368	-0.335667096	0.737121921	0.84209716	no	no	FALSE	FALSE	FALSE
NR1H3	376.9689987	-0.145984971	0.091927376	-1.588046751	0.112275768	0.228068514	no	no	FALSE	FALSE	FALSE
NCAPH2	741.4647241	0.149700087	0.069938502	2.140453154	0.0323	0.0847	no	no	FALSE	FALSE	FALSE
TOMM34	2579.461596	-0.021910061	0.044567071	-0.49161994	0.623	0.761	no	no	FALSE	FALSE	FALSE
SEC63	3365.464521	0.067496738	0.038496857	1.753305166	0.079549639	0.173650447	no	no	FALSE	FALSE	FALSE
KPNA6	2552.758163	0.011067038	0.046331276	0.238867549	0.81120829	0.892517189	no	no	FALSE	FALSE	FALSE
VIM	71.53490329	-0.070846676	0.149024303	-0.475403503	0.634	0.77	no	no	FALSE	FALSE	FALSE
RTEL1-TNFRSF6B	157.2989613	0.008120795	0.130987431	0.061996746	0.950565423	0.973256497	no	no	FALSE	FALSE	TRUE
FAS	149.306779	0.031887886	0.126420176	0.252237315	0.801	0.886	no	no	FALSE	FALSE	FALSE
RNASET2	676.6455822	0.190948437	0.074579261	2.560342321	0.01045691	0.032951535	up	no	FALSE	FALSE	FALSE
CD44	6223.239863	-0.061965617	0.035132211000000003	-1.76378355	0.0778	0.171	no	no	TRUE	TRUE	FALSE
KCNG1	99.5446385	-0.033714429	0.139353091	-0.24193528	0.809	0.891	no	no	FALSE	FALSE	FALSE
AGPAT4	36.37411583	-0.032511308	0.15440387	-0.210560189	0.83323048	0.905689275	no	no	FALSE	FALSE	FALSE
MIPEP	357.2288983	0.171586556	0.096516767	1.77779014	0.075438328	0.166850316	no	no	FALSE	FALSE	FALSE
PRKCH	1249.073284	-0.262238292	0.059968595	-4.372927041	1.23e-5	8.26e-5	down	no	FALSE	FALSE	FALSE
IFNGR1	1594.559587	-0.34166492	0.049811173	-6.859202392	6.92e-12	1.13e-10	down	no	FALSE	FALSE	FALSE
B4GALT7	985.179913	0.096126076	0.063107824	1.523203784	0.12770773	0.251441702	no	no	FALSE	FALSE	FALSE
VRK2	795.8899683	-0.053294698	0.07054111	-0.755512611	0.449941468	0.615825484	no	no	FALSE	FALSE	FALSE
VEZT	2722.339396	-0.1927124	0.04145406	-4.648818442	3.34e-6	2.52e-5	down	no	FALSE	FALSE	FALSE
BRD9	1657.396256	-0.094575116	0.048675516	-1.942971024	0.052	0.124	no	no	FALSE	FALSE	FALSE
SNX1	3222.992381	0.091476521	0.043209487	2.117047124	0.034255849	0.088785821	no	no	FALSE	FALSE	TRUE
TBPL1	374.7627198	0.051190889	0.094454778	0.541961883	0.587844765	0.734071215	no	no	FALSE	FALSE	FALSE
ARNTL2	1189.56133	-0.37201266	0.070383609	-5.285501373	1.25361e-7	1.20511e-6	down	no	FALSE	FALSE	FALSE
BCLAF1	7459.627864	0.112577742	0.028600188	3.936258784	8.27617e-5	4.69434e-4	no	no	FALSE	FALSE	FALSE
SLC39A9	3476.575841	-0.070694157	0.036561765	-1.933554264	0.0532	0.126327132	no	no	FALSE	FALSE	FALSE
ANK1	58.79794367	0.045071897	0.153126991	0.294343255	0.768495623	0.864496854	no	no	FALSE	FALSE	TRUE
TFB1M	176.2825779	0.25166467	0.129729832	1.939913633	0.052390187	0.124937871	no	no	FALSE	FALSE	FALSE
RABEP1	1916.886663	0.048566071	0.052637826	0.922645845	0.356	0.527	no	no	FALSE	TRUE	FALSE
HMGB3	5716.327084	-0.097301146	0.03297873	-2.950421208	0.00317	0.0119	no	no	FALSE	FALSE	FALSE
NUP160	2961.028942	0.153318618	0.039848538	3.847534367	1.19e-4	6.55e-4	up	no	FALSE	FALSE	FALSE
BAK1	2782.597879	-0.466133982	0.040356421	-11.5504293	7.35e-31	4.22e-29	down	no	FALSE	FALSE	FALSE
IKZF2	170.381596	-0.302955471	0.12581691	-2.407907407	0.016	0.0474	down	no	FALSE	FALSE	FALSE
GRN	11221.96222	-0.054393762	0.03237735	-1.679994253	0.093	0.197	no	no	FALSE	FALSE	FALSE
FAM13B	2615.855223	-0.01416546	0.042794083	-0.331014455	0.741	0.844	no	no	FALSE	FALSE	FALSE
ARHGAP31	228.8354415	-0.548953388	0.113463462	-4.838151236	1.31e-6	1.06e-5	down	no	FALSE	FALSE	FALSE
CENPQ	90.41588701	0.374565185	0.146231838	2.561447565	0.0104	0.0329	up	no	FALSE	FALSE	FALSE
SARS	8509.45366	0.081721548	0.026914865	3.036297869	0.0024	0.00929	no	no	FALSE	FALSE	FALSE
RANBP3	1498.627822	-0.037571001	0.055099706	-0.681872973	0.495319277	0.657185353	no	no	FALSE	FALSE	FALSE
ARID4A	913.7330148	0.017490058	0.068139131	0.256681557	0.79742461	0.883871322	no	no	FALSE	FALSE	FALSE
TSSC1	1472.921128	0.056821805	0.055410688	1.02546651	0.305143119	0.471834728	no	no	FALSE	FALSE	FALSE
PNPLA6	1268.629589	-0.28236119	0.061387138	-4.599679999	4.23e-6	3.13e-5	down	no	FALSE	FALSE	TRUE
IFT88	472.9565815	-0.224101284	0.087235894	-2.568911421	0.010201853	0.032254893	down	no	FALSE	FALSE	FALSE
ALG1	1115.090737	0.408304695	0.057713167	7.074723387	1.49747e-12	2.64182e-11	up	no	FALSE	FALSE	FALSE
ZCCHC8	580.5196557	-0.006245399	0.077582951	-0.08049963	0.936	0.965	no	no	FALSE	FALSE	TRUE
ABCF2	3653.183	0.290150741	0.036956287	7.851187553	4.12116e-15	9.15335e-14	up	no	FALSE	FALSE	TRUE
CHPF2	5133.996833	-0.206002415	0.036081384	-5.709382335	1.13e-8	1.25e-7	down	no	FALSE	FALSE	FALSE
FUT8	4209.948045	0.030544273	0.040309838	0.757737413	0.449	0.615	no	no	FALSE	FALSE	TRUE
UBA6	1765.884386	-0.010520598	0.05477015	-0.192086345	0.848	0.913	no	no	FALSE	FALSE	FALSE
GAB2	635.9609888	-0.059906188	0.073297919	-0.817297248	0.413758579	0.58360944	no	no	TRUE	FALSE	FALSE
ATP6V0A1	1594.997829	-0.162304271	0.060380835	-2.688009694	0.00719	0.0239	down	no	FALSE	FALSE	FALSE
PIAS1	961.5391636	-0.012483602	0.063104428	-0.1978245	0.843	0.911	no	no	FALSE	FALSE	FALSE
SLC4A7	4499.376037	-0.364427239	0.035750353	-10.19366818	2.12e-24	8.63e-23	down	no	FALSE	FALSE	TRUE
UHRF1	3438.028798	0.305928789	0.036127333	8.468070091	2.49e-17	6.59e-16	up	no	FALSE	FALSE	FALSE
MAP2K3	3431.372621	-0.253846407	0.039186898	-6.47783868	9.3e-11	1.36e-9	down	no	FALSE	FALSE	TRUE
TMSB10	43160.48329	-0.187738082	0.025039653	-7.497631242	6.5e-14	1.29e-12	down	no	FALSE	FALSE	FALSE
ASTE1	509.0977602	0.155707959	0.09451904	1.647371347	0.099481741	0.206701919	no	no	FALSE	FALSE	FALSE
RNF19A	3766.875534	-0.350198313	0.034931833	-10.0251914	1.1813e-23	4.69783e-22	down	no	FALSE	FALSE	TRUE
PEX3	194.0241811	0.292749109	0.11931972	2.45348471	0.0141	0.0426	up	no	FALSE	FALSE	FALSE
GABARAPL2	2996.425079	-0.201575757	0.040756924	-4.945804007	7.58e-7	6.42e-6	down	no	FALSE	FALSE	FALSE
SH3YL1	2525.313875	-0.035661357	0.043034578	-0.828667511	0.407	0.577	no	no	FALSE	FALSE	FALSE
FAM136A	3220.975857	0.169317968	0.037160052	4.556451278	5.20251e-6	3.78671e-5	up	no	FALSE	FALSE	TRUE
VCL	6875.207668	-0.265584826	0.033647431	-7.893168002	2.95e-15	6.66e-14	down	no	FALSE	FALSE	FALSE
DEPDC1B	312.0766511	-0.042579867	0.099241569	-0.429052741	0.668	0.795	no	no	FALSE	FALSE	FALSE
DAPK2	834.4125017	0.537427582	0.069165449	7.770174117	7.84e-15	1.7e-13	up	no	FALSE	FALSE	TRUE
NSMAF	1646.08727	0.160009058	0.051653568	3.097734884	0.001950058	0.007798588	up	no	FALSE	FALSE	FALSE
ADSS	1637.609977	0.061322417	0.051347617	1.194260235	0.232376187	0.38944553	no	no	FALSE	FALSE	FALSE
TIMP2	6191.538312	-0.236271706	0.029885954	-7.905777567	2.66e-15	6.05e-14	down	no	FALSE	FALSE	FALSE
RFC1	2080.890664	0.104273065	0.048037845	2.170644107	0.03	0.0795	no	no	FALSE	FALSE	FALSE
TBC1D23	1762.306643	-0.129716203	0.051062917	-2.54032102	0.011075076	0.034592689	no	no	FALSE	FALSE	FALSE
CUL3	3689.108503	-0.07661016	0.040194552	-1.905983688	0.056652322	0.133046038	no	no	FALSE	FALSE	FALSE
CYP46A1	32.95423037	0.1549312	0.153887108	1.006784789	0.314038206	0.481888547	no	no	FALSE	FALSE	FALSE
ZZZ3	2397.044522	0.066938999	0.04471665	1.496959168	0.134403883	0.261122828	no	no	FALSE	FALSE	FALSE
USP2	410.7614949	-0.666639142	0.089343923	-7.461493981	8.55e-14	1.68e-12	down	down	FALSE	FALSE	FALSE
TUBG2	369.8329569	-8.75002e-5	0.105017426	-8.33197e-4	0.999	0.999	no	no	FALSE	FALSE	FALSE
RPL26L1	1570.337385	0.157570049	0.055405076	2.843964113	0.00446	0.0159	up	no	FALSE	FALSE	FALSE
NSUN2	3524.706712	0.047602962	0.03725552	1.277742537	0.201	0.352	no	no	FALSE	FALSE	FALSE
FBXO42	702.8124673	0.01214137	0.070832669	0.171409176	0.86390204	0.923237753	no	no	FALSE	FALSE	FALSE
MFAP3	2201.628443	-0.009361301	0.049301819	-0.189877385	0.849	0.914	no	no	FALSE	FALSE	FALSE
MRI1	853.3657536	0.073586417	0.067941886	1.083078818	0.279	0.443	no	no	FALSE	FALSE	FALSE
METTL1	906.484023	0.354677083	0.064087217	5.534287502	3.12496e-8	3.29312e-7	up	no	FALSE	FALSE	FALSE
AGA	488.2648257	-0.043806576	0.085145609	-0.514490135	0.606909356	0.748628281	no	no	FALSE	FALSE	FALSE
PI4K2B	1471.316085	-0.266729635	0.053573791	-4.978733631	6.40017e-7	5.50902e-6	down	no	FALSE	FALSE	FALSE
BOD1L1	2695.251748	-0.122799801	0.043634157	-2.814304387	0.00489	0.0172	no	no	FALSE	FALSE	TRUE
MAT2B	1613.914517	-0.046061652	0.050156086	-0.918366158	0.358427202	0.530009148	no	no	FALSE	FALSE	FALSE
EDC4	3535.042905	-0.065920976	0.040630902000000003	-1.622434477	0.105	0.216	no	no	FALSE	FALSE	FALSE
TRIO	11814.45903	-0.29020342	0.032002908	-9.068032732	1.21e-19	3.68e-18	down	no	FALSE	FALSE	FALSE
CLEC16A	3443.429416	-0.193955182	0.039137386	-4.955752047	7.21e-7	6.13e-6	down	no	FALSE	FALSE	TRUE
CDH1	39195.87785	0.120072635	0.021473588	5.591642869	2.24931e-8	2.40236e-7	no	no	FALSE	TRUE	TRUE
SKIV2L2	1947.712926	0.295350252	0.047214813	6.255457366	3.96e-10	5.37e-9	up	no	FALSE	FALSE	FALSE
DNAH5	439.3329179	-0.294927936	0.089204551000000007	-3.3061983	9.46e-4	0.00416	down	no	FALSE	FALSE	FALSE
ZFYVE16	1767.410376	-0.136389252	0.048518816	-2.811058972	0.00494	0.0173	no	no	FALSE	FALSE	FALSE
FAM65A	2548.224079	-0.150932301	0.044331306	-3.404643693	6.63e-4	0.00302	no	no	FALSE	FALSE	FALSE
RAI14	1072.292931	0.121549564	0.066809978	1.819332491	0.068860719	0.154999219	no	no	FALSE	FALSE	TRUE
PNKP	967.1795099	-0.02632996	0.063028285	-0.417748317	0.676131142	0.799906853	no	no	FALSE	FALSE	FALSE
PHLPP2	3060.24645	-0.089495215	0.042769065	-2.0925221450000002	0.0364	0.0932	no	no	FALSE	FALSE	FALSE
SPDL1	681.5395521	0.22038002	0.072470487	3.040962321	0.00236	0.00917	up	no	FALSE	FALSE	FALSE
STAU2	1682.712314	-0.099886228	0.054910044	-1.819088455	0.0689	0.155	no	no	FALSE	FALSE	FALSE
PQLC2	463.8742612	0.028073041	0.083668266	0.335527937	0.737226874	0.84209716	no	no	FALSE	FALSE	FALSE
CTNS	478.9189046	0.077693289	0.084559784	0.918797148	0.358201684	0.529785724	no	no	FALSE	FALSE	FALSE
RTN4R	398.3763357	-0.155441971	0.09262321	-1.678218359	0.093304479	0.197146908	no	no	FALSE	FALSE	FALSE
PHF23	1742.459047	-4.53994e-4	0.049159296	-0.009235157	0.992631515	0.995778952	no	no	FALSE	FALSE	TRUE
CDH10	43.77793307	-0.037436903	0.154251788	-0.242699964	0.808	0.89	no	no	FALSE	FALSE	FALSE
INPP4A	2117.936341	-0.215149994	0.045006221	-4.780450056	1.75e-6	1.39e-5	down	no	FALSE	FALSE	FALSE
RAB27B	3227.595291	-0.532289571	0.040800512	-13.04614925	6.68e-39	5.41e-37	down	no	FALSE	FALSE	FALSE
PSMA4	5502.572253	0.05503089	0.030731397	1.790705761	0.0733	0.163	no	no	FALSE	FALSE	FALSE
LSG1	3749.185483	0.242230774	0.035689109	6.787246298	1.14294e-11	1.8181e-10	up	no	FALSE	FALSE	FALSE
TNC	175.1640577	-0.177044397	0.123242849	-1.436549041	0.151	0.284	no	no	FALSE	FALSE	TRUE
THAP3	961.9110414	0.184119701	0.067894992	2.711830355	0.006691283	0.022409737	up	no	FALSE	FALSE	FALSE
FAM65C	246.8967648	-0.470422622	0.107042006	-4.394747799	1.11e-5	7.57e-5	down	no	FALSE	FALSE	FALSE
TDP1	803.4025964	0.377951142	0.074304465	5.086519933	3.65e-7	3.25e-6	up	no	FALSE	FALSE	FALSE
AIFM2	214.8424246	-0.207318993	0.119341141	-1.737196344	0.0824	0.179	no	no	FALSE	FALSE	TRUE
SPATA7	272.6932331	0.105228319	0.104420461	1.007736584	0.313580937	0.481380255	no	no	FALSE	FALSE	TRUE
MED17	848.2140593	0.05699756	0.064878289	0.878530569	0.379655856	0.551380281	no	no	FALSE	FALSE	FALSE
RETSAT	1432.741181	-0.044351907	0.054656887	-0.811460537	0.417	0.587	no	no	FALSE	FALSE	TRUE
CAPG	936.268206	-0.325883053	0.066676638	-4.887514796	1.02e-6	8.45e-6	down	no	FALSE	FALSE	FALSE
AP2S1	3754.835137	-0.020879395	0.038035885	-0.548939367	0.583	0.73	no	no	FALSE	FALSE	TRUE
BARX2	161.1131649	-0.276167999	0.125481495	-2.200866337	0.027745488	0.074558797	no	no	FALSE	FALSE	TRUE
DCUN1D1	2224.986417	-0.011140523	0.046610607	-0.239012606	0.811	0.892	no	no	FALSE	FALSE	FALSE
PHF15	3280.638536	0.11286174	0.04306656	2.620635148	0.00878	0.0283	no	no	FALSE	FALSE	FALSE
ZIC2	330.351561	0.278279298	0.11012625	2.526911592	0.011507047	0.035731721	up	no	FALSE	FALSE	TRUE
TRIT1	326.3337548	0.200366694	0.099206886	2.019685345	0.043416036	0.107386051	no	no	FALSE	FALSE	FALSE
CUL7	3185.574046	-0.073450177	0.037367839	-1.96559873	0.049344981	0.118971125	no	no	FALSE	FALSE	FALSE
CTNNA1	26200.0493	-0.221635286	0.02148623	-10.31522469	6.01e-25	2.53e-23	down	no	FALSE	FALSE	FALSE
PHKA2	768.3370752	-0.045588689	0.070019959	-0.651081345	0.514993978	0.674328084	no	no	FALSE	FALSE	FALSE
HSPA5	23994.50472	-0.1579339	0.021643337	-7.297114028	2.94e-13	5.5e-12	down	no	FALSE	FALSE	FALSE
DSG2	4387.625419	0.044562788	0.034187362	1.303487161	0.192	0.341	no	no	FALSE	FALSE	FALSE
GEMIN8	214.4073452	-0.230275603	0.124234277	-1.853559326	0.063802231	0.146178366	no	no	FALSE	FALSE	FALSE
OFD1	703.0130218	-0.022373746	0.073961151	-0.302506724	0.762265808	0.859775156	no	no	FALSE	FALSE	FALSE
GPM6B	102.3383473	-0.02072584	0.142246533	-0.145703657	0.884	0.935	no	no	FALSE	FALSE	FALSE
WDR37	1888.951104	-0.062094639	0.046274496	-1.341876085	0.18	0.324	no	no	FALSE	FALSE	FALSE
YTHDC2	1368.683234	0.162918726	0.06044499	2.6953222549999998	0.00703	0.0234	up	no	FALSE	FALSE	FALSE
CTPS2	682.256267	0.085936284	0.072515143	1.185080536	0.236	0.394	no	no	FALSE	FALSE	FALSE
ATP6V1H	1744.533253	-0.059563386	0.047775217	-1.246742348	0.212	0.366	no	no	FALSE	FALSE	FALSE
